Model,Release Date,Release Year,Model ID,Cluster ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch)
Panasonic Toughbook CF-P1 Mk. 2,01-04-04,2004.25,393,3,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.249658936,0.508196721,0.22386145,0.139391474,0.092672414,0.17617365
Typhoon MyGuide 3500 XL,01-04-04,2004.25,394,0,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.258934426,0.115779346,0.030940197,0.01875,0.17617365
Acer n30,01-05-04,2004.333333,395,0,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.175989086,0.284836066,0.046824888,0.014688564,0.015086207,0.17617365
Dell Axim X30 Advanced,01-05-04,2004.333333,396,0,0.031220435,0.001047635,0.311686129,0.129496403,0.056910569,0.142857143,0.192905866,0.278688525,0.057087877,0.019570477,0.016594828,0.17617365
Dell Axim X30 Basic,01-05-04,2004.333333,397,0,0.015594958,0.000523305,0.15561496,0.129496403,0.056910569,0.142857143,0.192905866,0.278688525,0.057087877,0.019570477,0.016594828,0.17617365
Dell Axim X30i,01-05-04,2004.333333,398,0,0.031220435,0.001047635,0.311686129,0.129496403,0.056910569,0.142857143,0.192905866,0.300819672,0.057087877,0.019570477,0.017025862,0.17617365
E-TEN InfoTouch P300B,01-05-04,2004.333333,399,0,0.031220435,0.001047635,0.101090097,0.079136691,0.056910569,0.142857143,0.165075034,0.278688525,0.108402822,0.029163009,0.02262931,0.244068652
Fujitsu-Siemens Pocket LOOX 410,01-05-04,2004.333333,400,0,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.174897681,0.262704918,0.051314945,0.014667152,0.014008621,0.17617365
Fujitsu-Siemens Pocket LOOX 420,01-05-04,2004.333333,401,0,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.174897681,0.263114754,0.051314945,0.014688564,0.014008621,0.17617365
Medion MDPPC 250 (MD41800),01-05-04,2004.333333,402,0,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.175989086,0.266393443,0.04425914,0.013082671,0.013793103,0.17617365
Psion Teklogix WORKABOUT PRO C,01-05-04,2004.333333,403,3,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.233287858,0.709016393,0.243104554,0.182986104,0.084913793,0.17617365
Psion Teklogix WORKABOUT PRO M,01-05-04,2004.333333,404,3,0.031220435,0.001047635,0.199635034,0.115107914,0.056910569,0.142857143,0.233287858,0.709016393,0.243104554,0.182986104,0.084913793,0.193336699
Psion Teklogix WORKABOUT PRO S,01-05-04,2004.333333,405,3,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.249658936,0.577868852,0.243104554,0.165985054,0.077801724,0.17617365
RoverPC P4,01-05-04,2004.333333,406,0,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.181446112,0.299180328,0.04425914,0.015352333,0.012931034,0.17617365
Samsung NEXiO XP30,01-05-04,2004.333333,407,1,0.062471389,0.001047635,0.199635034,0.237410072,0.284552846,0.222222222,0.405184175,0.172131148,0.046824888,0.031025844,0.038793103,0.358909642
Asus MyPal A730,01-06-04,2004.416667,408,1,0.031220435,0.001047635,0.259662406,0.143884892,0.154471545,0.301587302,0.180900409,0.280737705,0.069275176,0.02151896,0.023706897,0.433619384
Audiovox PPC-4100,01-06-04,2004.416667,409,0,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.17053206,0.245901639,0.101988454,0.025994047,0.021336207,0.17617365
Lenovo ET560,01-06-04,2004.416667,410,0,0.031220435,0.000523305,0.199635034,0.086330935,0.056910569,0.142857143,0.155525239,0.237704918,0.119307248,0.026486521,0.025,0.232205957
Mobile Compia M3 MC-6200S,01-06-04,2004.416667,411,0,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.196725784,0.454918033,0.114817191,0.055178468,0.040948276,0.17617365
Nokia 7610 (Nokia Catalina),01-06-04,2004.416667,412,0,0.00778222,0.000392223,0.061071849,0.028776978,0.030894309,0.087301587,0.126875853,0.244262295,0.080821039,0.039719076,0.0125,0.4091368
O2 Xphone (HTC Voyager),01-06-04,2004.416667,413,0,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.117382938,0.02207567,0.015086207,0.216304897
Sierra Wireless Voq Professional A10,01-06-04,2004.416667,414,0,0.015594958,0.000523305,0.099589413,0.035971223,0.030894309,0.093253968,0.126875853,0.344262295,0.108402822,0.025266043,0.018318966,0.216304897
Sierra Wireless Voq Professional A11,01-06-04,2004.416667,415,0,0.015594958,0.000523305,0.099589413,0.035971223,0.030894309,0.093253968,0.126875853,0.344262295,0.108402822,0.025266043,0.018318966,0.216304897
Tapwave Zodiac 1,01-06-04,2004.416667,416,0,0.015594958,0.000261141,0.099589413,0.151079137,0.154471545,0.142857143,0.19781719,0.385245902,0.050673509,0.024430979,0.025646552,0.273094397
Tapwave Zodiac 2,01-06-04,2004.416667,417,0,0.062471389,0.000261141,0.099589413,0.151079137,0.154471545,0.142857143,0.19781719,0.385245902,0.050673509,0.024430979,0.025646552,0.273094397
Hewlett-Packard iPAQ H6310 / H6315 / H6320 / H6325 / H6365,01-07-04,2004.5,418,0,0.031220435,0.001047635,0.083582113,0.129496403,0.056910569,0.142857143,0.186903138,0.286885246,0.080821039,0.026293814,0.028017241,0.17617365
Hewlett-Packard iPAQ H6340 / H6345,01-07-04,2004.5,419,0,0.031220435,0.001047635,0.083582113,0.129496403,0.056910569,0.142857143,0.186903138,0.286885246,0.080821039,0.026293814,0.028017241,0.17617365
Hewlett-Packard iPAQ hx4700 / hx4705 (HTC Roadster),01-07-04,2004.5,420,1,0.031220435,0.002096294,0.311686129,0.165467626,0.154471545,0.301587302,0.192360164,0.336065574,0.05644644,0.022739439,0.027306034,0.390711762
Hewlett-Packard iPAQ rx3115,01-07-04,2004.5,421,0,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.176534789,0.267622951,0.065426555,0.018970944,0.018836207,0.17617365
Hewlett-Packard iPAQ rx3415,01-07-04,2004.5,422,0,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.176534789,0.267622951,0.065426555,0.018970944,0.018836207,0.17617365
Hewlett-Packard iPAQ rx3417,01-07-04,2004.5,423,0,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.176534789,0.267622951,0.065426555,0.018970944,0.018836207,0.17617365
Hewlett-Packard iPAQ rx3715,01-07-04,2004.5,424,0,0.031220435,0.002096294,0.199635034,0.129496403,0.056910569,0.142857143,0.176534789,0.267622951,0.065426555,0.018970944,0.021142241,0.17617365
Hewlett-Packard iPAQ rz1710 / rz1715,01-07-04,2004.5,425,0,0.015594958,0.000523305,0.101090097,0.129496403,0.056910569,0.142857143,0.173260573,0.266393443,0.046824888,0.013446674,0.012931034,0.17617365
Hewlett-Packard iPAQ rz1717,01-07-04,2004.5,426,0,0.015594958,0.000523305,0.101090097,0.129496403,0.056910569,0.142857143,0.173260573,0.266393443,0.046824888,0.013446674,0.012931034,0.17617365
Krome Intellekt iQ200 (HTC Voyager),01-07-04,2004.5,427,0,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.117382938,0.02207567,0.015086207,0.216304897
CyberBank Majesty,01-08-04,2004.583333,428,0,0.031220435,0.001047635,0.199635034,0.165467626,0.219512195,0.222222222,0.260572988,0.319672131,0.08466966,0.185684003,0.152586207,0.22387683
Fujitsu-Siemens Loox V70,01-08-04,2004.583333,429,1,0.031220435,0.001047635,0.259662406,0.143884892,0.154471545,0.301587302,0.180900409,0.280737705,0.069275176,0.02151896,0.02262931,0.433619384
Qtek 8080 (HTC Voyager),01-08-04,2004.583333,430,0,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.117382938,0.02207567,0.015086207,0.216304897
RoverPC S2,01-08-04,2004.583333,431,0,0.031220435,0.000523305,0.199635034,0.086330935,0.056910569,0.142857143,0.155525239,0.237704918,0.119307248,0.026486521,0.025,0.232205957
Bluebird Pidion BIP-1200,01-09-04,2004.666667,432,3,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.19372442,0.677459016,0.328030789,0.194120292,0.072844828,0.17617365
CyberBank POZ X301,01-09-04,2004.666667,433,0,0.031220435,0.000523305,0.199635034,0.09352518,0.056910569,0.142857143,0.155525239,0.274590164,0.121231559,0.024452391,0.024784483,0.291771832
Data Evolution Cathena,01-09-04,2004.666667,434,3,0.062471389,0.001047635,0.199635034,0.748201439,0.284552846,0.281746032,0.727148704,0.737704918,0.121231559,0.44609554,0.256465517,0.22387683
Fujitsu-Siemens Pocket LOOX 710 (HTC Bali),01-09-04,2004.666667,435,0,0.031220435,0.001047635,0.207638683,0.129496403,0.056910569,0.142857143,0.178717599,0.299180328,0.064143682,0.020833779,0.024784483,0.17617365
Fujitsu-Siemens Pocket LOOX 720 (HTC Bali),01-09-04,2004.666667,436,1,0.062471389,0.001047635,0.259662406,0.136690647,0.154471545,0.301587302,0.178717599,0.299180328,0.05837075,0.019142239,0.024784483,0.44548208
MiTAC Mio 336BT Digi-Walker,01-09-04,2004.666667,437,0,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.259016393,0.046183451,0.012804317,0.0125,0.17617365
Motorola E680 / E680g,01-09-04,2004.666667,438,0,0.023407697,0.000523305,0.15561496,0.057553957,0.056910569,0.142857143,0.129058663,0.245901639,0.092366902,0.016294456,0.015732759,0.295053004
Nokia 6260,01-09-04,2004.666667,439,0,0.00778222,0.000392223,0.061071849,0.028776978,0.030894309,0.087301587,0.115961801,0.217213115,0.108402822,0.011498191,0.014008621,0.345784957
Qtek 9090 (HTC Blue Angel),01-09-04,2004.666667,440,0,0.062471389,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.177626194,0.31147541,0.080821039,0.026400874,0.032758621,0.176678445
Samsung SGH-D710,01-09-04,2004.666667,441,0,0.015594958,0.001047635,0.095587588,0.014388489,0.030894309,0.087301587,0.121418827,0.213114754,0.114817191,0.017022461,0.010775862,0.24432105
Sony Clie PEG-VZ90,01-09-04,2004.666667,442,0,0.031220435,0.002096294,0.099589413,0.107913669,0.154471545,0.142857143,0.219645293,0.245901639,0.108402822,0.037256707,0.045258621,0.336193841
T-Mobile MDA III (HTC Blue Angel),01-09-04,2004.666667,443,0,0.062471389,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.177626194,0.31147541,0.080821039,0.026400874,0.032758621,0.176678445
Toshiba e830,01-09-04,2004.666667,444,1,0.062471389,0.001047635,0.259662406,0.165467626,0.154471545,0.301587302,0.190177353,0.350819672,0.067992303,0.027235938,0.029741379,0.390711762
BenQ P30,01-10-04,2004.75,445,0,0.00778222,0.000523305,0.071576639,0.071942446,0.043902439,0.142857143,0.12414734,0.282786885,0.08274535,0.015523628,0.019396552,0.250378597
DAP MICROFLEX CE5000B,01-10-04,2004.75,446,3,0.062471389,0.002096294,0.259662406,0.129496403,0.056910569,0.142857143,0.266030014,0.81557377,0.345734445,0.007793932,0.084913793,0.17617365
DAP MICROFLEX CE5000BWE,01-10-04,2004.75,447,3,0.062471389,0.002096294,0.259662406,0.129496403,0.056910569,0.142857143,0.266030014,0.81557377,0.345734445,0.007793932,0.084913793,0.17617365
Dell Axim X50 Advanced,01-10-04,2004.75,448,0,0.031220435,0.002096294,0.259662406,0.129496403,0.056910569,0.142857143,0.181446112,0.286885246,0.069275176,0.030768901,0.029310345,0.17617365
Dell Axim X50 Basic,01-10-04,2004.75,449,0,0.031220435,0.001047635,0.207638683,0.129496403,0.056910569,0.142857143,0.181446112,0.286885246,0.069275176,0.030768901,0.029310345,0.17617365
Dell Axim X50v,01-10-04,2004.75,450,6,0.031220435,0.002096294,0.311686129,0.143884892,0.154471545,0.301587302,0.181446112,0.286885246,0.069275176,0.021990022,0.023060345,0.17617365
I-Mate PDA2k (HTC Blue Angel),01-10-04,2004.75,451,0,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.177626194,0.31147541,0.080821039,0.026400874,0.032758621,0.176678445
I-Mate SP3 (HTC Typhoon),01-10-04,2004.75,452,0,0.015594958,0.001047635,0.099589413,0.035971223,0.030894309,0.093253968,0.108321965,0.239918033,0.073123797,0.009164294,0.009267241,0.210499748
Nokia 6670 NAM,01-10-04,2004.75,453,0,0.00778222,0.000392223,0.061071849,0.028776978,0.030894309,0.087301587,0.126875853,0.244262295,0.094932649,0.018863885,0.012931034,0.208480565
Orange SPV C500 (HTC Typhoon),01-10-04,2004.75,454,0,0.015594958,0.001047635,0.099589413,0.035971223,0.030894309,0.093253968,0.108321965,0.239754098,0.073123797,0.009164294,0.009267241,0.210499748
Panasonic Toughbook CF-P2 Mk. 1,01-10-04,2004.75,455,0,0.031220435,0.003144952,0.15561496,0.079136691,0.056910569,0.142857143,0.140518417,0.393442623,0.089159718,0.026572169,0.029956897,0.244573448
Qtek 8010 (HTC Typhoon),01-10-04,2004.75,456,0,0.015594958,0.001047635,0.099589413,0.035971223,0.030894309,0.093253968,0.108321965,0.239754098,0.073123797,0.009164294,0.009267241,0.210499748
Sagem myS-7,01-10-04,2004.75,457,0,0.015594958,0.000523305,0.099589413,0.035971223,0.030894309,0.093253968,0.117326057,0.249180328,0.094291212,0.014774212,0.012931034,0.210499748
Sony Ericsson P910 / P910i (SE Layla),01-10-04,2004.75,458,0,0.015594958,0.001047635,0.077579376,0.09352518,0.043902439,0.142857143,0.137789905,0.270491803,0.12700449,0.026914759,0.020474138,0.207723372
Symbol MC1000,01-10-04,2004.75,459,0,0.015594958,0.000523305,0.15561496,0.035971223,0.056910569,0.103174603,0.158253752,0.467213115,0.204618345,0.076097895,0.03125,0.276375568
Typhoon MyGuide 3500 mobile,01-10-04,2004.75,460,0,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.258934426,0.115779346,0.030940197,0.01875,0.17617365
Audiovox PPC-6600 (HTC Harrier),01-11-04,2004.833333,461,0,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.177626194,0.31147541,0.080821039,0.026400874,0.032758621,0.17617365
Audiovox PPC-6601 (HTC Harrier),01-11-04,2004.833333,462,0,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.177626194,0.31147541,0.080821039,0.026400874,0.031896552,0.17617365
Audiovox SMT-5600 (HTC Typhoon),01-11-04,2004.833333,463,0,0.015594958,0.001047635,0.099589413,0.035971223,0.030894309,0.093253968,0.108321965,0.239754098,0.073123797,0.009164294,0.009267241,0.210499748
Casio Cassiopeia IT-10 M20,01-11-04,2004.833333,464,0,0.031220435,0.001047635,0.207638683,0.143884892,0.219512195,0.222222222,0.200545703,0.37295082,0.121231559,0.031004432,0.034051724,0.17617365
Casio Cassiopeia IT-10 M20BR,01-11-04,2004.833333,465,1,0.031220435,0.001047635,0.207638683,0.143884892,0.219512195,0.222222222,0.200545703,0.37295082,0.121231559,0.050510674,0.049568966,0.433619384
Casio Cassiopeia IT-10 M30BR,01-11-04,2004.833333,466,1,0.062471389,0.001047635,0.207638683,0.143884892,0.219512195,0.222222222,0.200545703,0.37295082,0.121231559,0.050510674,0.049568966,0.433619384
Dopod 700 (HTC Blue Angel),01-11-04,2004.833333,467,0,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.177626194,0.31147541,0.080821039,0.026400874,0.032758621,0.176678445
Fujitsu-Siemens Pocket LOOX 718 (HTC Bali),01-11-04,2004.833333,468,1,0.062471389,0.001047635,0.259662406,0.136690647,0.154471545,0.301587302,0.178717599,0.299180328,0.05837075,0.019142239,0.023706897,0.44548208
O2 XDA IIs / XDA III (HTC Blue Angel),01-11-04,2004.833333,469,0,0.062471389,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.177626194,0.31147541,0.080821039,0.026400874,0.032758621,0.176678445
PalmOne Tungsten T5,01-11-04,2004.833333,470,0,0.015594958,0.004193611,0.207638683,0.158273381,0.089430894,0.222222222,0.195088677,0.295081967,0.060295061,0.021882963,0.018318966,0.265270066
Psion Teklogix 7530,01-11-04,2004.833333,471,3,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.255115962,0.905737705,0.50609365,0.481960474,0.191810345,0.17617365
Psion Teklogix 7535,01-11-04,2004.833333,472,3,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.260572988,0.799180328,0.361770366,0.346037728,0.123922414,0.17617365
Sony Ericsson P910a (SE Layla),01-11-04,2004.833333,473,0,0.015594958,0.001047635,0.077579376,0.09352518,0.043902439,0.142857143,0.137789905,0.270491803,0.12700449,0.026914759,0.020474138,0.207723372
Sprint PPC-6600 (HTC Harrier),01-11-04,2004.833333,474,0,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.177626194,0.31147541,0.080821039,0.026400874,0.031896552,0.17617365
Sprint PPC-6601 (HTC Harrier),01-11-04,2004.833333,475,0,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.177626194,0.31147541,0.080821039,0.026400874,0.031896552,0.17617365
Typhoon MyGuide 3500 GO,01-11-04,2004.833333,476,0,0.031220435,0.000523305,0.149612223,0.129496403,0.089430894,0.103174603,0.358253752,0.094180328,0.125721616,0.045136287,0.030172414,0.17617365
Verizon XV6600 (HTC Harrier),01-11-04,2004.833333,477,0,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.177626194,0.31147541,0.080821039,0.026400874,0.032758621,0.17617365
Acer n35,01-12-04,2004.916667,478,0,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.178717599,0.290983607,0.089159718,0.027557116,0.02262931,0.17617365
Acer n50,01-12-04,2004.916667,479,0,0.062471389,0.001047635,0.259662406,0.129496403,0.056910569,0.142857143,0.173260573,0.290983607,0.07248236,0.021861551,0.019396552,0.17617365
Asus MyPal A730w,01-12-04,2004.916667,480,1,0.062471389,0.001047635,0.259662406,0.143884892,0.154471545,0.301587302,0.180900409,0.280737705,0.069275176,0.02151896,0.023706897,0.433619384
Axia A108,01-12-04,2004.916667,481,0,0.031220435,0.001047635,0.174623628,0.035971223,0.056910569,0.142857143,0.113233288,0.25,0.103592046,0.015716335,0.012931034,0.345784957
DAP MICROFLEX CE3240B,01-12-04,2004.916667,482,0,0.062471389,0.002096294,0.259662406,0.129496403,0.056910569,0.142857143,0.12414734,0.12295082,0.08659397,0.1415969,0.092672414,0.152195861
DAP MICROFLEX CE3240BWE,01-12-04,2004.916667,483,0,0.062471389,0.002096294,0.259662406,0.129496403,0.056910569,0.142857143,0.12414734,0.12295082,0.08659397,0.1415969,0.092672414,0.152195861
Dopod 565 (HTC Typhoon),01-12-04,2004.916667,484,0,0.015594958,0.001047635,0.099589413,0.035971223,0.030894309,0.093253968,0.108321965,0.239918033,0.073123797,0.009164294,0.009267241,0.210499748
I-Mate JAM (HTC Magician),01-12-04,2004.916667,485,0,0.031220435,0.001047635,0.207638683,0.079136691,0.056910569,0.142857143,0.14106412,0.24057377,0.076972418,0.014859859,0.020474138,0.245078243
I-Mate SP3i (HTC Feeler),01-12-04,2004.916667,486,0,0.015594958,0.001047635,0.099589413,0.035971223,0.030894309,0.093253968,0.103683492,0.239754098,0.076330981,0.008992998,0.009051724,0.204694599
Krome Intellekt iQ700 (HTC Typhoon),01-12-04,2004.916667,487,0,0.015594958,0.001047635,0.099589413,0.035971223,0.030894309,0.093253968,0.108321965,0.239918033,0.073123797,0.009164294,0.009267241,0.210499748
MiTAC Mio 8870 Digi-Walker,01-12-04,2004.916667,488,0,0.015594958,0.000523305,0.099589413,0.035971223,0.030894309,0.093253968,0.117326057,0.249180328,0.094291212,0.014774212,0.012931034,0.210499748
Motorola A1000,01-12-04,2004.916667,489,0,0.015594958,0.00078547,0.083582113,0.086330935,0.043902439,0.142857143,0.139154161,0.274590164,0.089159718,0.019120827,0.021551724,0.223119637
Motorola MPx220,01-12-04,2004.916667,490,0,0.015594958,0.001047635,0.101590325,0.021582734,0.030894309,0.093253968,0.113233288,0.208606557,0.116741501,0.015502216,0.011637931,0.24204947
Nokia 7710,01-12-04,2004.916667,491,0,0.015594958,0.002096294,0.083582113,0.129496403,0.219512195,0.142857143,0.331514325,0.084016393,0.08274535,0.026743464,0.027801724,0.4091368
O2 Xphone II (HTC Feeler),01-12-04,2004.916667,492,0,0.015594958,0.001047635,0.099589413,0.035971223,0.030894309,0.093253968,0.103683492,0.239754098,0.076330981,0.008992998,0.009051724,0.204694599
